"","S0","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99"
"SBS41",15.2481,5.343,0,0,0,0,0,0.9181,0,0,0,0,0,0,0,0,0,5.2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5692,0,9.0002,0,0,0,0,0,0,0,0,0,0,0,2.5738,0,0,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942,0,0,0,0,0,0,0,0,0,0,0,0,0.5238,0,0,0,0,0,0,0,1.9407,0,0,0,0,0,0,0,0,0,0,0,0
"SBS42",0,5.5461,10.728,0,9.3603,0,0,0,0,0,0,0,0,0,3.933,0,9.3029,0,0,0,8.0451,0,11.621,0,0,5.4602,0,0,1.4077,0.9765,0,0,0,0,0,3.5778,0.5589,0,0,13.41,0,3.6565,0,3.6576,0,0,0,0,0,0,0,0,0,2.304,0,0.603,0,0,0,0,0,0,0,0,9.1121,0,0,0,8.0877,0,0,0,0,0,0,0,0,0,0,0,0,1.9695,0,0,0,6.0395,0,0,0,16.404,0,0,0,0,0,0,10.2221,0,0,0.844
"SBS43",0,0,0.2593,0,0,1.1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1936,0,0,0,0,0,0.8771,0,0,0,0,0.951,0,0,0,0,0,0,0,0,0,0,0.0985,0,0,0,0,0,0,0,0,0,0,0.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS44",0,4.0489,0,0,2.0724,0,0,0,2.5609,0,0,5.1632,0,0,0,0,5.6788,0,0,0,1.6673,0,0,1.0794,0,0,0,0,0,1.33,1.335,0,0,0,0,0,0,0,0,0,0,6.9428,6.0464,0,0,0.4733,3.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9573,0,0,0,0,0,10.2558,0,0,0,1.7691,0,0,0,0,2.6553,0,6.6851,0,0,0,10.2329,4.7255,4.6303,0,0,0,0,0,0
"SBS45",0,0,0.4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8482,0,0,0,0,0,0,0,0,0.9635,0,0,0,0,0,0,8.1751,0,0,0,0,0,0,0,0,0,0,3.692,0,0,0,0,0,4.1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5217,0,0,2.2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1208,0,0,0,0,0,0,0,0,0
"SBS46",0,0,1.1774,0,0,5.5985,0,0.6908,0,3.4267,0,0,0,0,0,0,0,0,0,0,0,9.1569,0,0,0,0,0,0,4.9867,0,0,0,8.1587,0,0,0,11.6981,0,0,0,0,0,0,0,4.5994,8.9793,0,1.7902,0,0,0,10.3061,0,0,0,1.6576,7.0851,0,0,0,0,0,0,0,0,0,0,8.801,0,2.7033,0,3.7233,0,0,0,4.4239,0,0,0,0,0,0,0,0,8.1959,0,0,0,0,0,0,0,0,9.8521,0,0.0935,0,0,0,0
"SBS47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1687,0,0,0,0,0,0,0,0,0.2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS48",0.7311,0,0,2.018,0.3616,0,0,0,0,0,0,0,1.4538,0.6075,0,0.7772,0,0,0,2.6955,0,0.7043,0,0,0.759,0.2446,0,0,0.2386,1.4983,0,0.8682,0.4907,0,0,0,0.6746,0,0,0,3.1112,0.2608,0,0,0.363,0,0,0,0,0.6271,0.1664,0,0,0,0,0,0,0,0,0,0,0,1.6283,0,0.2799,0.8208,0,0,0,0,0,1.1667,0,0,0,0.1076,0.2074,0,2.1794,0,0.4963,0,0,0,0.3282,0,0.2866,0,0,0,0,0,0,0,0,0,0,0,1.013,0.1361
"SBS49",0,0.4395,0,1.2086,0.64,0.8877,0,0,0,0,0,0,0,1.001,0,0,0,0,0,0,0,0,0,2.7211,0.9313,0,0,0.0188,0,0,0,0,0,0,0,0,2.4129,0,0,0.2639,1.6647,0.5699,0,0,0,0,0,0,0.6428,0,0,0,0,1.5657,0,0,0,0,0,0,0,0,0,2.3888,0,0,0,0,2.6857,0,0.4459,0,1.4095,0,0,0,0,0,0.0806,0,0,0,0,0,0,0,0,0,0.9252,0,0,0,0,0,0,0,0,0,0,0
"SBS50",0,0,0,0,0,0,0,0,0,0,0,1.7224,0,7.0629,5.3429,9.4999,0,0,0.5265,0,0,0,0,0,6.6597,1.2243,0,0,0,0,0,0,11.4718,11.631,0,0,12.0191,0,0,4.6778,0,0.0711,0,0,0,0,1.6497,0,5.2696,0,0,0,3.6585,1.2744,5.7261,0,11.8707,0,0,2.1128,0,0,0,13.4809,2.4107,0,0,0,0,0,0,5.5527,0,0,0,0,0,0,0,0,0,0,1.8721,0,3.242,0,1.8255,0,0.2218,3.9325,0,6.5375,0,10.6542,0,0,0,0,0,0
"SBS51",0,0,1.162,0.1722,0,1.1837,0,3.0647,0.9353,0,0,0.2167,10.9115,0,10.2474,0,0,9.1622,0,0,3.0988,0.1724,0,8.5326,0,0.919,0,2.8835,0,0,2.8107,0,0,1.5571,0,0,0,0,0,0,0,0.0289,2.1151,0,2.4478,0,0,4.3754,0,0,4.1448,1.6622,0.421,3.751,4.0274,0.9816,0,4.695,1.5166,0,0,0,0,0,4.9776,0,0,0,0,0,0,0,1.5625,0,0,0,16.4108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8216,0,0,0.6796,15.755,0,0
"SBS52",0,0,0,1.7852,0,2.5471,1.1486,3.1924,0,0,0.0334,0,0,1.9914,1.7175,0.9747,0,0,2.1034,0,0,0,0,1.6735,2.2242,3.1744,1.3641,0,0,0,1.4026,0.7379,0,0,0,0,1.48,0,0,0,0,5.3356,0,0,0,0.3989,0,1.5599,0,0,1.5146,0,0,5.626,0,0,0.3229,1.8941,0,2.2624,1.7056,6.2905,0,0,1.4582,0,0,2.7134,2.9442,0.1145,0,4.4117,0.6956,4.318,1.2229,3.9307,2.7042,7.1847,0.3272,0,0,0,5.5105,0,0,0,3.5963,0,0,7.1104,0,7.6024,0.8063,0,5.4375,6.0846,0,4.4822,0.8984,2.5245
"SBS53",0.531,0,0,0.4031,0.8455,0,0,0,0,3.8206,0,1.999,0,0,1.1631,0,0,0,3.9436,0,0,2.0926,0,0,0,5.7535,3.3074,5.0026,0,0.2464,5.0942,1.1928,0,1.0176,1.1394,0,0,0,0,0,0,3.3139,0,0,0,0,0,0,0,0.6817,2.2138,0.5349,0,4.5183,0,0,0.8397,1.6265,0,1.8746,0,2.1112,0,6.8331,1.2505,0,2.5165,4.8086,0,3.8681,0,0,0.8085,0,0,0,0,0,0.9579,0,5.0343,0,6.0853,0,7.0999,0.6789,3.7365,0.9433,0,6.3422,0,1.0323,3.5618,0,0,0,0,0,0,0.3328
"SBS54",0,0,4.7599,0,0,1.9545,6.161,0,1.0095,0,2.8638,0,0,3.5016,1.0436,7.1819,0,6.6455,4.4342,6.2695,2.2782,0.212,0,2.7118,0,5.9256,2.4381,3.2554,7.6779,0,1.8252,6.5973,1.4869,6.3677,2.185,8.9773,0,8.893,8.9493,12.0862,0,6.228,0,5.2004,5.4716,4.3372,5.8894,2.8925,13.0652,0,2.5562,0,2.7717,7.1733,2.7748,5.4001,0.732,0,0,0,4.7539,1.1648,9.9924,0,0,1.24,4.2876,0,0,0,0,4.8728,0,0.7897,6.989,0,6.0922,0,15.4842,2.0869,3.5857,0,7.0038,5.2599,1.7257,0.8856,0,2.1662,11.986,3.8491,5.0443,3.797,0,2.0823,4.9989,6.4763,4.0792,0,12.2282,1.5064
"SBS55",0,1.0639,0,0,2.8713,0,0.6548,0,0,0,0,0,0,0,0,0,0,0,3.138,0.0198,0,0,0,0,0,0,0,0,0,0,0,1.7635,0,0,0,0,0,0,0,1.8926,0,0,1.8479,0,0,0,0.7838,0,0,0.6405,0,0,0,0,3.6398,0,1.0427,0,0,0,0,0.0017,0,0,0.6474,0,0,0,0,0,2.2558,0.0652,0.0383,0,2.2336,0,3.6274,0,0,0,1.3527,0,0,0,1.9598,0,0.184,0,0,0,0,0.0137,0.031,0,0,0,0,0,0,0
"SBS56",0,0,2.7506,0,0,0,3.9153,0,0,0,0,0,0,0,0,0,0,2.0784,0,0,0,0,0,0,0,0,0,0,0,0,7.9872,0.2873,0,0,0,0,6.5712,0,0.4097,0,0,0,0,0,0,0,0,0.9061,0,0,0,0,0,0,1.4966,0.6683,0,0.2031,0,0,3.0026,0,0,0,0,0,0,0,11.1101,0,4.9639,0,0,0,1.8155,2.1035,0,0.9703,0,0,0,0,0,0,0,0,4.5762,0,0,0,0,0,0,0,0,3.5109,0,5.5951,3.3777,0
"SBS57",0,0,4.2955,0,0,0,0,0,0,0.3826,0,0,0,17.8576,0.8934,1.3515,1.174,0,0.6223,0,0,0,0,0,0,0,0,0,3.8847,1.5706,0,3.8429,0,0,4.8668,0,0,0,0,0,0,0,0,0,0.0091,0,0,0,0,0,1.4782,0,0,0.1876,1.3534,4.1743,0,0,0,0,4.0017,1.0826,0,0,0,0,0,0,0,7.2938,0,0,0,0,0,0,0.2505,0,0,0,0,0,0.3623,0,0,0,0,0,6.6745,0,0,1.2039,0,0,0.0991,0,0,0,7.9877,3.3932
"SBS58",0,11.3243,0,0,0,0,0,0,0,0,10.1123,0.3009,0,0,0,4.5048,0,0,8.0472,0,5.6151,0,0.2484,12.0984,0,0,0,4.8328,0,0,0,0,0,0,0,0,0,4.6399,0,1.4007,0,3.7405,7.7441,14.1974,2.7709,1.775,10.9223,0,9.3617,0,0.5835,0,6.8957,0.6556,0,4.2564,0,6.4852,0,10.7494,2.2071,0,9.7873,0,0,19.0023,0,1.7174,0,0,0,0,0,22.1158,1.1726,0,0,0,2.3695,0,0,0,9.4031,0,0,0,0,0,0,0,26.1593,0,28.5393,0,0,0,0,5.2994,0,0
"SBS59",5.3527,0,0,1.1308,8.0715,5.3111,2.1628,0,0,9.085,0,3.4353,0,1.0597,0,2.6075,0,4.9403,1.3683,0,0,0,0,3.5937,2.847,5.7147,0,1.2316,0,0,0,1.7197,0,0,0,0,3.0496,1.2418,0.683,0,1.0626,2.5441,0.2149,0,0,0,0,0,3.9198,0.0268,0,3.0135,0,5.8679,0,1.5605,0.8024,0.3805,1.1255,0,4.5097,0,0,1.7715,0.5136,1.3348,0,3.6841,1.5254,0,0,0,0.3865,0,0,0.2548,0.7593,0.0031,4.4743,0,0,0,0,0,2.2899,0,4.3383,0,0,0,0,0,0,0.2931,1.1728,0.8908,0,4.647,0.6391,1.9652
"SBS60",0,0,0,0,0,0,0,0.8297,0,0,0,0,0,0,0,0.5376,0,0,0,0,0,0,0,0,0.3206,0,2.2331,0,0,2.3802,0,0,0,0,0,0,0,0.8467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1545,0,0,0,0.2614,0,0,0,0,1.0635,0.0703,0,0,0.3691,0.3567,0,0,0,0,0,0,0,0,1.1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8842
"SBS84",0,0,0,0,2.4943,0,0,0,0,5.202,2.0354,2.2179,0,0,0,0,0,0,0,0,0,2.852,0,11.3172,0.9769,0,9.2769,0,0,3.4543,0,0,0,0,0,0,0,0,0,0,0,0,0.0218,0,0,0,0,0.7066,6.2102,0,0,0,0,0.8406,0,0,2.4856,0.8563,0,0,3.832,0,0,0,0,0,2.7314,0,0,0,0,0,15.1534,0,0,0,0,0,0.3171,4.0136,1.6582,1.2824,0,0,0.4875,0,0,0,0,4.065,0,0,0,6.4095,0,0,0,0.6227,5.5326,0
"SBS85",0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3612,0,0,0,0,0,0,1.9413,0,0,0,0,0,0,0,0,0.7471,0,0,0,0,0,0,0,3.0342,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6082,0,0,0,2.8042,0,0,0,0,0,0,0,0,0,0,0
