"","S0","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99"
"SBS36",0,0,0,0,0,15.105,0,0,0,0,0,0,0,0,1.3618,24.6003,0,102.3606,0,0,0,0,0,0,19.0335,0,29.5066,0,0,0,0,0,0,0,0,46.2873,0,41.7874,0,15.0939,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.7993,0,14.5794,0,0,0,0,2.3282,0,0,0,0,6.5323,0,0,0,0,0,0,0,4.566,0,0,0,14.5381,4.7426,0,0,0,10.435,0,0
"SBS37",32.318,49.5243,26.4385,2.8436,0,0,0,0,18.1279,0,44.4323,27.9841,58.3648,0,26.8633,36.3835,15.0222,0,0,0,6.8331,30.2288,8.5776,0,33.7396,145.3962,0,17.2143,0,33.4644,68.3899,0,0,59.7687,0,0,0,49.3868,57.805,34.0947,10.2499,0,0,0,55.0846,39.5942,54.7542,24.8801,65.2854,0,0,0,46.7343,0,29.9493,0,24.2487,0,3.1427,5.6755,9.4719,61.161,0,0,0,0,0,78.8808,40.6747,45.6927,0,0,0,52.1406,0,15.4,32.2357,0,0,6.4607,28.7396,28.4419,75.0333,41.8108,6.7605,4.3254,0,93.0938,0,17.4579,0,0,0,0,0,0,14.9717,4.9298,55.1016,0
"SBS38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4484,0,0,0,0,0,5.4508,0,0,2.8096,0,0,0,19.7965,0,0,17.9352,38.815,0,0,0,0,0,11.2916,4.7732,0,0,9.9772,1.4603,0,0,0,0,5.3348,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0846,0,0,24.2446,0,6.6894,0,1.816,0,0,0,7.2188,0,0,0,0,0,0,0,0,2.1419,0,0,0,0,0,0,0,0,12.3967,0,0,0,0,0,0
"SBS39",57.4921,136.5016,51.3637,41.451,7.2034,135.2399,78.2734,90.4427,8.2851,0,9.5087,131.2858,19.1705,1.4459,154.5275,14.9845,30.2989,53.2928,87.2739,37.5807,83.538,0,131.0265,99.2289,0,122.435,102.3297,59.5855,62.1767,0,94.2299,15.9982,83.0981,61.0881,61.1684,75.5736,27.6989,108.8649,48.6602,148.0297,68.5668,117.4021,113.8364,0,181.8677,51.5954,47.5834,193.2322,55.767,65.1982,31.3398,0.843,67.3675,136.2301,99.6685,62.1012,71.138,136.7591,148.358,59.673,43.6396,78.476,68.5327,90.6185,61.8463,34.3824,52.8431,101.2095,132.6204,90.1706,76.0133,24.0384,132.1089,94.0714,46.574,63.4775,9.3595,60.9225,51.0436,73.1488,96.237,78.9905,99.9924,34.0409,35.6943,60.0691,66.7382,155.0484,40.5673,48.8322,61.2296,102.9354,60.5861,141.2788,45.9665,42.1508,95.2526,89.5974,15.9748,36.7208
"SBS40",767.649,253.9226,0,343.4164,0,493.8949,0,0,0,0,0,303.72,42.7687,0,0,0,797.1383,0,1176.5713,0,475.4136,0,609.2177,0,0,515.0719,1073.8948,0,0,0,637.3496,0,765.2263,816.4851,0,0,130.198,0,594.4238,542.5369,0,47.8043,0,0,0,633.6151,0,662.2866,505.2754,0,0,1183.4155,289.4894,0,780.8327,0,967.8289,567.9046,0,0,0,658.7195,0,0,831.5814,0,681.5646,0,725.9109,0,835.8871,0,946.0842,355.8376,0,0,0,0,0,0,721.2715,1010.3589,625.8647,0,0,0,0,290.6692,0,0,0,0,467.5888,0,0,0,535.6757,0,752.2974,0
"SBS41",2.201,0,6.608,0,6.0089,0,0,0,0,0,0,28.5337,0,0,0,19.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9125,0,0,0,16.0497,0,0,0,0,0,0,0,6.555,0,0,0,1.3343,0,0,0,0,0,8.1241,0,0,0,0,0,0,0,0,0,63.5313,0,33.5912,0,0,0,0,0,0,0,4.2873,0,0,0,19.5593,0,0,0,3.7057,0,0,0,13.4293,0,0,0,0,0,15.5439,0,0,0,0,0,0,0
"SBS42",0,0,0,0,0,3.8453,0,0,0,14.1464,0,0,0,0,0,0,0,0,37.0897,0,0,0,0,0,0,0,0,0,0,0,0,4.8001,6.3599,37.2016,0,0,8.7455,36.0651,22.7797,0,0,81.2819,0,0,0,0,0,0,39.9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2455,0,0,0,0,0,0,18.5964,0,0,0,0,0,0,0,0,0,0,15.1419,0,0,0,0,0,0,0,29.3798,33.2672,0,0,0,0,0,0
"SBS43",0,0,0,12.1756,0,0,0,9.7139,0,0,0,0,0,9.5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5008,0,12.9843,0,0,0,0,0,3.3776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4603,7.6639,0,0,0,0,13.4005,0,0,0,0,0,0,0,6.9144,0,0,0,5.3181,0,0,0,10.9911,18.0971,0,3.5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2113,4.9624,0,0,0,0,5.1105
"SBS44",0,0,0,0,0,0,0,0,0,5.5765,0,51.8917,54.1504,24.305,0,12.8679,0,0,0,0,0,0,0,10.1582,0,0,0,0,0,0,0,0,2.5821,0,0,0,11.0546,0,0,0,0,0,31.0478,0,72.9701,0,0,0,0,10.5561,0,0,0,47.86,0,0,0,22.7211,0,0,0,4.8551,21.131,0,0,0,0,0,0,0,0,0,0,0,0,3.1697,0,0,0,0,0,0,0,0,0,0,0,0,10.4764,22.6139,0,0,0,0,0,47.7492,0,0,2.5866,2.6157
"SBS45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3698,0,0,17.7975,0,0,0,0,0,0,2.9889,0,0,0,0,0,0,0,0,0,0,0,1.8433,0,0,0,0,0,0,0,0,0,0,0,18.422,0,0,0,0,0,0,0,0,0,0,0,0,8.7669,0,1.3508,0,0,0,0,0,3.417,0,0,4.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS46",32.8302,0,18.1137,5.6369,0,32.2342,0,0,0,0,0,0,0,0,0,2.2428,0,29.6507,8.4652,0,0,0,0,0,0,3.1145,38.3102,4.5376,0.4387,0.9011,0,0,0,0,0,14.2673,0,0,21.8277,52.2849,0,0,0,0,0.3408,0,10.673,0,39.1465,3.4926,0,24.3044,0,0,0,0,0,0,0,0,0,2.602,36.2083,0,0,0,0,0,24.5241,0,0,0.1399,0,0,1.3113,0,0,1.0517,0,0,0,0,0,0,0,0,0,0,15.736,0,0,0,0,0,18.8421,0,0,17.7687,0,0
"SBS47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6358
"SBS48",1.9379,0,2.5962,0,0,4.1068,0,1.2766,0,2.5409,0,0,1.0916,0,0,4.0401,0.3607,0,0,0,0,0,0,1.2127,0,0.5944,0,2.8413,0,0,0,3.2437,5.0676,0,0,0,0.5636,2.9248,0,2.6059,0.9521,0,0,0,0,0,0,0,2.2934,0,0,3.4098,1.5758,0,0,0,1.6211,5.8121,1.0912,0,0,0,0,4.959,1.3991,0.2155,1.1977,0.1479,5.478,0,0,0,0,0,0,0,3.7397,3.2482,0,2.1886,0,2.095,1.8593,0.5422,0,0,0,0,0,5.8514,0,13.6281,0,0,0,0,0,0,0,1.0747
"SBS49",4.1519,1.482,0,0,0.0242,0,0,5.3663,1.1628,12.2978,0,0,0,0,2.7562,0,0,0,2.3149,0,1.9046,2.5285,0,2.3578,15.853,2.3939,0,0,0,0,0,0,0,0,0,0,4.5659,0,0.5476,0,0,0,0,0,2.6235,0,0,0,0,0,11.1728,0,0,0,0,4.896,0,0.0028,0,0,2.437,8.6598,0,0,0,4.5013,0.0637,0,0,0,0,8.6032,0,0,0.75,0,0,0,0,0,0.9541,0,11.3062,2.9,0,0,0,0,0,15.8166,0,0,0,0,0.4143,0,0,0,0,0
"SBS50",24.1309,5.248,0,0,0,6.8453,0,0,29.8356,0,0,0,0,0,0,31.4775,3.4372,22.2956,0,15.958,0,0,0,0,26.2026,4.8478,0,0,0,0,0,4.6833,0,0,0,0,0,21.5351,0,0,7.6209,27.8226,18.8084,0,0,19.2804,0,11.1728,0,0,0,0,9.6119,0,33.0027,0,0,26.3259,0,0,0,0,0,73.0489,5.9587,0,0,0,0,12.0075,0,0,0,0,0,7.3053,0,0,0,2.104,0,0.2179,19.292,10.3263,0,0,0,19.6159,0,0,0,4.0991,0,0,0,0,7.8291,0,53.0619,0.213
"SBS51",12.3392,50.9719,0,0,0,9.6539,0,31.3748,0,3.1577,0,0,0,0.6013,0,0,30.3171,0,8.8607,0,0,0,0,1.1997,12.2655,60.4645,27.5585,0,23.8473,0,0,0,0,0,0,18.8366,0,0,65.7804,11.4167,0,0,10.2844,0,0,0,0,0,19.518,0,0,12.7844,34.5518,0,22.6795,23.8694,0,0,6.8882,10.5918,0,0,0,9.9282,0,0,0,0,0,0,3.73,0,0,13.4216,9.8868,19.2806,1.2918,0,19.1824,0,0,14.6188,7.0714,25.6885,20.5887,0,0,3.0865,0,16.3598,0,0,0,0,22.5546,0,0,0,16.0904,0
"SBS52",0,7.218,0,22.742,2.1919,0,0,0,8.2387,0,4.5275,0,21.3727,0,38.9596,6.8254,0,18.2804,0,0,15.2278,0,0,13.9372,1.4277,14.9798,0,0,0,19.8289,0,0,5.0096,0,0,0,5.9462,0,10.3062,0,0,0,0,7.2578,0,0,2.4583,21.9309,0,0,0,0.1587,26.0185,12.3721,0,0.8307,0,0,0,33.5105,0,13.1302,21.9263,0,0,0,0,0,0,0,10.7882,0,3.0172,2.2225,0,7.6987,0,0,3.6077,0,9.0997,0,3.8647,12.4006,10.3167,0,3.0879,0,0,0,0,0,20.1235,0,5.3815,0,0,18.8241,0,5.311
"SBS53",0,0,0,0,0,0,0,0,0,4.7607,5.2148,30.5886,0,0,10.0386,16.5598,0,9.0282,0,0,3.0389,13.8974,0,4.3803,7.7849,0,0,3.1382,0,17.6918,15.9454,0.4388,0,34.008,3.6125,0,0,0,0,2.4314,0,31.1645,0,0.6899,24.1931,23.7912,0,0,0,0,0,0,0,0,0,12.0968,0,0,0,0,0,2.194,0,0,0,6.4563,0,20.8746,0,0,0,0,0,6.5992,0,5.3148,5.5933,0,0,0,0,0,0,13.7366,59.6026,10.2551,0,0,0,0,0,11.9459,0,44.3622,5.422,0,0,0,0,0
"SBS54",16.3213,12.3163,0,30.3622,40.1208,36.6251,11.1095,57.2083,39.8952,23.4857,42.3566,6.0647,18.898,18.9589,44.5116,0,15.0075,68.4342,0,0,0.5556,0,17.1847,55.6562,10.1295,61.0154,0,0,13.8236,68.5312,17.7178,65.3785,14.3181,18.8457,21.5745,8.061,23.8942,47.5304,24.8388,22.2971,0,37.6902,0,28.3312,72.7842,27.3642,22.2191,39.3539,35.0322,0,0,85.3586,18.4001,24.6546,20.1168,9.6973,0,8.5012,0,11.7249,0,37.3696,29.9192,61.1447,47.4174,19.0648,28.0367,52.1942,5.846,32.2825,26.0931,0,15.1337,24.1127,17.3654,0,22.7985,0,47.0496,16.7414,40.8132,2.2513,29.502,11.1497,6.7449,0,6.8489,0,0,0,33.402,1.4248,43.8862,20.4424,0,0,36.7324,10.2026,7.4742,6.4605
"SBS55",0,0,0,0,0,0,2.4955,0,17.2778,0,0,4.9784,0,8.3429,0,0,0,0,11.3978,2.0616,12.6861,11.37,7.0272,12.0424,0,0,0,7.8434,0,0,0,0,0,0,0,7.2231,0,8.7678,0,0,3.9641,25.5653,0,0,0,0.129,4.896,5.8489,7.0449,0,0,0,0,4.996,0,0,0,0.7108,0,0,1.3302,0,0,0,0.7603,0,0,0,0,0,0,0,0,1.4655,0,0,0,1.8619,0,0,0,0,0,8.4153,4.5174,2.4576,5.6561,0,3.6429,0,9.6201,0,4.2978,0.1205,0,0,8.4355,4.5798,0,12.5029
"SBS56",0,16.1124,0,0,0,0,0,0,0,0,0,0,0,30.4159,0,18.9847,6.7641,0,0,0,0,0,13.1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9465,0,0,0,11.8144,0,1.827,0,0,0,0,0,0,0,4.9615,0,0,0,0,0,0,24.4404,0,0,14.2241,0,0,0,0,0,0,0,0,0,0,24.9902,0,9.5014,0,0,0,0,0,0,0,0,0,0,21.6088,0,0,0,0,0,0,0,5.9324,0,0,0,0,9.1478
"SBS57",0,0,0,0,0,0,0,0,4.4613,16.399,0,0,0,0,43.3438,10.8821,0,0,6.6851,0,0,0,0,0,0,17.8982,0,0,0,0,0,0,2.7003,0,0,0,0,0,0,25.4819,0,0.7101,0,0,8.4577,0,0,0,0,9.0981,6.799,0,0,20.0615,0,27.7154,0,0,0,0,0,10.2166,22.873,15.7385,9.7551,0,0,0,0,0,0,8.1155,0,0,0,0,0,0,0,0,0,8.276,0,3.317,0,18.4365,0,0,0,0,0,0,0,17.2747,4.7908,0,0,2.8472,3.7749,0
"SBS58",0,0,0,0,0,77.2588,0,0,0,0,0,60.1651,0,0,0,0,47.1576,40.9212,0,55.3714,3.2893,0,2.4181,20.2751,0,0,0,0,0,0,18.3228,66.8074,68.7521,0,33.0051,5.6448,0,9.0057,0,0,0,78.4828,25.1252,52.0713,0,84.2974,0,0,0,8.8115,0,16.1082,0,27.5545,0,0,0,0,0,0,36.0853,0,0,26.7899,8.6454,0,0,0,0,26.6688,0,0,43.5231,0,29.8273,0,0,94.3097,0,67.4298,43.9295,16.6576,0,0,0,98.3126,49.8499,24.6243,0,0,145.2205,0,77.1147,0,7.6421,0,97.7351,0,0,0.0694
"SBS59",0,7.1376,1.7285,0,0,1.8888,0,0,6.4199,2.4391,0,0,1.7665,3.8505,0.0808,0,0,27.5846,0,2.9507,2.4119,10.3915,0,0,0,2.8904,0,15.2305,16.5612,0,21.746,0,3.7464,17.1079,14.1313,0,13.3767,14.5042,0,11.9268,0,0,0,1.8216,0,2.4777,0,0,0,0,0,0,0,14.5532,0,1.6522,0,0,9.8242,0,4.5541,0,0,0,0,4.8027,0,6.8203,0,0,0,23.5804,8.0428,0,0,0,0,7.4661,15.1529,7.2506,0,12.3224,0,3.1141,0,14.9672,7.8745,0,0,0,0,8.9873,0,0.049,1.562,0,3.8214,17.071,12.8546,0
"SBS60",0,0,0,0,0,0,0,0,0,0,2.1514,0,0,4.2127,0,0,0,4.69,0,0,0,0,0,0,0,0,1.3763,0,0,4.1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9811,0,0,0,0,0,0,0,0,0,0,0,6.8192,0,0,0,0,0,0,0,0,0,0,0,3.2869,0,0,6.8486,0,0,0,0,0,0,0,0,0,0,0,0,4.5169,0,0,0,1.0362,0.8295,0,0,0,0,0,0,0,0.7184,0,1.046
"SBS84",0,0,0,22.4814,26.3853,0,38.4396,2.3663,18.7706,52.8769,20.3701,29.1809,48.475,23.1833,0,0,0,0,0,0,0,0,0,0,0,28.7673,0,0,0,47.0333,0,0,1.5544,9.9355,0,0,0,39.9155,39.0491,0,0,9.9842,22.9891,0,0,0,0,0,0,0,0,36.5908,0,0,0,0,0,0,12.1218,0,0,22.5073,20.075,0,26.8279,0.9806,0,27.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.852,0,0,0,0,0,0,0,25.7531,0,0,0,19.6946,0.3195,0,16.8476
"SBS85",0,0,0,0,0,0,0,0,9.6945,0,0,0,0,0,0,33.9777,0,0,0,0,22.7868,0,0,0,0,0,0,0,0,0,0,15.3833,0,22.8339,0,49.2605,0,0,0,0,0,0,0,4.9533,0,0,0,47.2826,18.7984,0,1.082,0,0,0,0,0,0,16.7198,0,0,45.4958,0,0,0,0,0,0,0,0,19.2051,0,0,0,0,0,0,0,6.0553,0,39.4954,0,0,0,14.0742,0,0.9987,0,0,0,0,0,30.6745,0,0,0,0,0,0,0,23.2913
