Sample	SBS10a	SBS1	SBS3	SBS21	SBS26	SBS40	SBS9	SBS20	SBS15	SBS10b	SBS28	SBS6	SBS30	SBS13	SBS17a	SBS17b	SBS44	SBS5	SBS2
TCGA-D5-5541-01A-01D-1650-10	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
TCGA-D5-6529-01A-11D-1771-10	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0
TCGA-D5-6530-01A-11D-1719-10	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	247	0
TCGA-D5-6531-01A-11D-1719-10	0	118	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	53	0
TCGA-D5-6532-01A-11D-1719-10	0	62	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	79	16
TCGA-D5-6533-01A-11D-1719-10	0	65	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	33	0
TCGA-D5-6534-01A-21D-1924-10	0	69	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D5-6535-01A-11D-1719-10	0	67	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	10
TCGA-D5-6536-01A-11D-1719-10	0	60	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	30	0
TCGA-D5-6537-01A-11D-1719-10	0	78	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D5-6538-01A-11D-1719-10	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0
TCGA-D5-6539-01A-11D-1719-10	0	45	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	10	0
TCGA-D5-6540-01A-11D-1719-10	0	369	0	0	0	0	0	241	504	0	0	0	0	0	0	0	0	424	0
TCGA-D5-6541-01A-11D-1719-10	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0
TCGA-D5-6898-01A-11D-1924-10	0	46	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D5-6920-01A-11D-1924-10	0	74	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	14	0
TCGA-D5-6922-01A-11D-1924-10	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0
TCGA-D5-6924-01A-11D-1924-10	0	79	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D5-6926-01A-11D-1924-10	0	57	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	51	0
TCGA-D5-6927-01A-21D-1924-10	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	249	0
TCGA-D5-6928-01A-11D-1924-10	0	421	0	0	0	0	0	361	742	0	0	0	0	0	0	0	0	575	0
TCGA-D5-6929-01A-31D-1924-10	0	45	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	44	0
TCGA-D5-6930-01A-11D-1924-10	0	242	0	0	0	0	0	0	889	0	0	0	0	0	0	0	0	464	0
TCGA-D5-6931-01A-11D-1924-10	0	83	0	0	0	0	0	0	0	0	0	0	0	0	36	78	0	222	0
TCGA-D5-6932-01A-11D-1924-10	0	45	78	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D5-7000-01A-11D-1924-10	0	73	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DM-A0X9-01A-11D-A152-10	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
TCGA-DM-A0XD-01A-12D-A152-10	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
TCGA-DM-A1D0-01A-11D-A152-10	0	55	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DM-A1D4-01A-21D-A152-10	0	116	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	51	0
TCGA-DM-A1D6-01A-21D-A152-10	0	76	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DM-A1D7-01A-11D-A152-10	0	69	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DM-A1D8-01A-11D-A152-10	0	69	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	34	0
TCGA-DM-A1D9-01A-11D-A152-10	0	48	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	45	0
TCGA-DM-A1DA-01A-11D-A152-10	0	93	0	0	0	256	0	0	25	0	0	0	0	0	0	0	0	0	0
TCGA-DM-A1DB-01A-11D-A152-10	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0
TCGA-DM-A1HA-01A-11D-A152-10	0	92	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DM-A1HB-01A-21D-A183-10	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	631	0
TCGA-DM-A280-01A-12D-A16V-10	0	62	0	0	0	54	0	0	0	0	0	0	0	0	14	25	0	28	0
TCGA-DM-A282-01A-12D-A16V-10	0	63	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	30	0
TCGA-DM-A285-01A-11D-A16V-10	0	63	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	57	0
TCGA-DM-A288-01A-11D-A16V-10	0	47	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DM-A28A-01A-21D-A16V-10	0	76	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	30	0
TCGA-DM-A28C-01A-11D-A16V-10	0	60	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	11	0
TCGA-DM-A28E-01A-11D-A16V-10	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0
TCGA-DM-A28F-01A-11D-A16V-10	0	70	0	0	0	142	0	0	20	0	0	0	0	0	0	28	0	73	0
TCGA-DM-A28G-01A-11D-A16V-10	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
TCGA-DM-A28H-01A-11D-A16V-10	0	57	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DM-A28K-01A-21D-A16V-10	0	76	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DM-A28M-01A-12D-A16V-10	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
TCGA-F4-6459-01A-11D-1771-10	0	42	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	101	10
TCGA-F4-6460-01A-11D-1771-10	0	56	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	76	0
TCGA-F4-6461-01A-11D-1771-10	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
TCGA-F4-6463-01A-11D-1719-10	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
TCGA-F4-6569-01A-11D-1771-10	0	57	0	0	0	79	0	0	0	0	0	0	0	0	0	15	0	0	0
TCGA-F4-6570-01A-11D-1771-10	0	533	0	0	0	0	0	0	189	0	0	0	0	0	0	0	636	727	0
TCGA-F4-6703-01A-11D-1835-10	0	113	0	0	0	0	0	92	144	0	0	0	0	0	0	0	0	321	0
TCGA-F4-6805-01A-11D-1835-10	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0
TCGA-F4-6806-01A-11D-1835-10	0	71	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	25	0
TCGA-F4-6808-01A-11D-1835-10	0	79	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	40	0
TCGA-F4-6854-01A-11D-1924-10	0	43	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	46	0
TCGA-F4-6855-01A-11D-1924-10	0	65	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-F4-6856-01A-11D-1924-10	0	193	0	0	0	0	0	0	646	0	0	0	0	0	0	0	0	392	0
TCGA-G4-6293-01A-11D-1719-10	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0
TCGA-G4-6294-01A-11D-1806-10	0	41	0	0	0	139	0	0	25	0	0	0	0	0	0	0	0	0	0
TCGA-G4-6295-01A-11D-1719-10	0	63	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	38	0
TCGA-G4-6297-01A-11D-1719-10	0	64	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	32	0
TCGA-G4-6298-01A-11D-1719-10	0	71	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G4-6299-01A-11D-1771-10	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
TCGA-G4-6302-01A-11D-1719-10	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	354	0
TCGA-G4-6303-01A-11D-1771-10	0	73	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	20	0
TCGA-G4-6304-01A-11D-1924-10	0	312	0	0	0	0	0	0	213	0	0	0	0	0	0	0	300	387	0
TCGA-G4-6306-01A-11D-1771-10	0	76	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	16	0
TCGA-G4-6309-01A-21D-1835-10	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	212	0
TCGA-G4-6311-01A-11D-1719-10	0	68	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	60	0
TCGA-G4-6315-01A-11D-1719-10	0	88	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G4-6317-01A-11D-1719-10	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0
TCGA-G4-6317-02A-11D-2067-10	0	61	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	35	0
TCGA-G4-6320-01A-11D-1719-10	0	696	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	500	0
TCGA-G4-6321-01A-11D-1719-10	0	55	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G4-6322-01A-11D-1719-10	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0
TCGA-G4-6323-01A-11D-1719-10	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0
TCGA-G4-6586-01A-11D-1771-10	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	430	0
TCGA-G4-6588-01A-11D-1771-10	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1260	656	0
TCGA-G4-6626-01A-11D-1771-10	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
TCGA-G4-6627-01A-11D-2188-10	0	67	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-G4-6628-01A-11D-1835-10	0	531	0	0	0	0	0	0	350	0	0	0	0	0	0	0	1152	405	0
TCGA-NH-A50U-01A-33D-A36X-10	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0
TCGA-NH-A5IV-01A-42D-A36X-10	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1283	687	0
TCGA-NH-A6GA-01A-11D-A36X-10	0	56	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	21	0
TCGA-NH-A6GB-01A-11D-A36X-10	0	103	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	16	0
TCGA-NH-A6GC-01A-12D-A40P-10	0	68	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-NH-A8F7-01A-11D-A40P-10	0	68	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-NH-A8F7-06A-31D-A40P-10	0	68	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	25	0
TCGA-NH-A8F8-01A-72D-A40P-10	0	74	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	32	0
TCGA-QG-A5Z1-01A-11D-A28G-10	0	70	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	25	0
TCGA-QG-A5Z2-01A-11D-A28G-10	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	302	0
TCGA-QL-A97D-01A-12D-A40P-10	0	89	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	212	0
TCGA-RU-A8FL-01A-11D-A36X-10	0	41	0	0	0	68	0	0	29	0	0	0	0	0	0	0	0	71	0
TCGA-SS-A7HO-01A-21D-A36X-10	0	89	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-T9-A92H-01A-11D-A36X-10	0	81	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-WS-AB45-01A-11D-A40P-10	0	1924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	572	0
TCGA-AF-2687-01A-02D-1733-10	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0
TCGA-AF-2690-01A-02D-1733-10	0	54	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AF-2692-01A-01D-1989-10	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AF-2693-01A-02D-1733-10	0	46	0	0	0	48	0	0	0	0	0	0	15	0	0	0	0	27	0
TCGA-AF-3400-01A-01D-1989-10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AF-3911-01A-01D-1733-10	0	48	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AF-3914-01A-01W-1073-09	0	29	0	0	0	0	0	0	0	0	0	0	28	0	12	27	0	79	0
TCGA-AF-5654-01A-01D-1657-10	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0
TCGA-AF-6136-01A-11D-1826-10	0	99	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	19	0
TCGA-AF-6655-01A-11D-1826-10	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
TCGA-AF-A56K-01A-32D-A38X-10	0	59	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	12	0
TCGA-AF-A56L-01A-31D-A38X-10	0	88	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AF-A56N-01A-12D-A38X-10	0	60	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	31	0
TCGA-AG-3591-01A-01D-1733-10	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
TCGA-AG-3592-01A-02D-1733-10	0	174	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	28	0
TCGA-AG-3725-01A-11D-1733-10	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
TCGA-AG-3726-01A-02W-0899-10	0	52	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	15	0
TCGA-AG-3731-01A-11D-1733-10	0	87	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	44	0
TCGA-AG-3732-01A-11D-1657-10	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
TCGA-AG-3742-01A-11D-1657-10	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0
TCGA-AG-3878-01A-02W-0899-10	0	47	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	30	0
TCGA-AG-3881-01A-01W-0899-10	0	56	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	13	10
TCGA-AG-3882-01A-01W-0899-10	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
TCGA-AG-3883-01A-02W-0899-10	0	74	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	12	0
TCGA-AG-3891-01A-01W-1073-09	0	27	0	0	288	0	0	0	188	0	0	0	0	0	0	0	0	176	0
TCGA-AG-3893-01A-01W-1073-09	0	55	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AG-3894-01A-01W-1073-09	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0
TCGA-AG-3898-01A-01W-1073-09	0	57	0	0	0	78	0	0	0	0	0	0	21	0	0	0	0	0	0
TCGA-AG-3902-01A-01W-1073-09	0	41	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	54	0
TCGA-AG-3909-01A-01W-1073-09	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
TCGA-AG-4001-01A-02W-1073-09	0	65	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	37	0
TCGA-AG-4021-01A-01D-1733-10	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
TCGA-AG-4022-01A-01D-1733-10	0	59	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	16	0
TCGA-AG-A008-01A-01W-A00K-09	0	34	0	0	0	23	0	0	0	0	0	0	14	0	0	0	0	23	0
TCGA-AG-A00C-01A-01W-A00K-09	0	62	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AG-A00Y-01A-02W-A00K-09	0	53	0	0	0	224	0	0	0	0	0	0	99	0	0	0	0	39	99
TCGA-AG-A011-01A-01W-A00K-09	0	54	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AG-A016-01A-01W-A00K-09	0	59	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	17	0
TCGA-AG-A01J-01A-01W-A00E-09	0	36	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	16	0
TCGA-AG-A01L-01A-01W-A00K-09	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
TCGA-AG-A01N-01A-01W-A00E-09	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	11
TCGA-AG-A01W-01A-21W-A096-10	0	55	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	35	0
TCGA-AG-A01Y-01A-41W-A096-10	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0
TCGA-AG-A026-01A-32W-A096-10	0	65	122	0	0	0	0	0	0	0	0	0	0	16	0	13	0	49	15
TCGA-AG-A02N-01A-11W-A096-10	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	206	0
TCGA-AG-A02X-01A-01W-A00E-09	0	78	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AG-A036-01A-12W-A096-10	0	56	0	0	0	83	0	0	0	0	0	0	0	14	0	0	0	81	0
TCGA-AH-6544-01A-11D-1826-10	0	57	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	17	0
TCGA-AH-6549-01A-11D-1826-10	0	32	0	0	0	64	0	0	0	13	0	0	0	0	0	0	0	17	0
TCGA-AH-6643-01A-11D-1826-10	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	66	0
TCGA-AH-6644-01A-21D-1826-10	0	81	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	10	0
TCGA-AH-6897-01A-11D-1924-10	0	68	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	14	0
TCGA-AH-6903-01A-11D-1924-10	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0
TCGA-CI-6619-01B-11D-1826-10	0	45	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	20	0
TCGA-CI-6620-01A-11D-1826-10	0	45	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CI-6621-01A-11D-1826-10	0	70	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CI-6622-01A-11D-1826-10	0	66	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	28	0
TCGA-CI-6623-01B-11D-1826-10	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0
TCGA-CI-6624-01C-11D-1826-10	0	34	0	0	0	227	0	0	17	0	0	0	0	10	0	0	0	79	0
TCGA-CL-4957-01A-01D-1733-10	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
TCGA-CL-5917-01A-11D-1657-10	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
TCGA-CL-5918-01A-11D-1657-10	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
TCGA-DC-4745-01A-01D-1733-10	0	47	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DC-4749-01A-01D-1733-10	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
TCGA-DC-5337-01A-01D-1657-10	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
TCGA-DC-5869-01A-01D-1657-10	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0
TCGA-DC-6154-01A-31D-1924-10	0	48	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	18	0
TCGA-DC-6155-01A-11D-1657-10	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
TCGA-DC-6157-01A-11D-1657-10	0	48	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	37	0
TCGA-DC-6158-01A-11D-1657-10	0	40	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	72	14
TCGA-DC-6160-01A-11D-1657-10	0	67	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DC-6681-01A-11D-1826-10	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0
TCGA-DC-6682-01A-11D-1826-10	0	88	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	12	0
TCGA-DT-5265-01A-21D-1826-10	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
TCGA-DY-A1DD-01A-21D-A152-10	0	74	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DY-A1DF-01A-11D-A152-10	0	76	80	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
TCGA-DY-A1DG-01A-11D-A152-10	0	97	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DY-A1H8-01A-21D-A152-10	0	55	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EF-5830-01A-01D-1657-10	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
TCGA-EI-6506-01A-11D-1733-10	0	80	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	31	0
TCGA-EI-6507-01A-11D-1733-10	0	203	0	0	0	0	0	182	445	0	0	0	0	0	0	0	0	363	0
TCGA-EI-6509-01A-11D-1733-10	0	31	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	23	0
TCGA-EI-6510-01A-11D-1733-10	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
TCGA-EI-6512-01A-11D-1733-10	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0
TCGA-EI-6513-01A-21D-1733-10	0	52	0	0	0	77	61	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EI-6514-01A-11D-1733-10	0	67	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EI-6881-01A-11D-1924-10	0	74	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EI-6882-01A-11D-1924-10	0	833	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	469	0
TCGA-EI-6883-01A-31D-1924-10	0	53	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	38	0
TCGA-EI-6884-01A-11D-1924-10	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0
TCGA-EI-6885-01A-11D-1924-10	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0
TCGA-EI-7002-01A-11D-1924-10	0	39	0	0	0	142	0	0	22	0	0	0	0	0	0	0	0	21	0
TCGA-EI-7004-01A-11D-1924-10	0	59	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	10	0
TCGA-F5-6464-01A-11D-1733-10	0	46	29	0	0	0	0	0	0	0	0	0	0	0	0	17	0	32	0
TCGA-F5-6465-01A-11D-1733-10	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0
TCGA-F5-6571-01A-12D-1826-10	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0
TCGA-F5-6702-01A-11D-1826-10	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
TCGA-F5-6810-01A-11D-1826-10	0	51	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-F5-6811-01A-11D-1826-10	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
TCGA-F5-6813-01A-11D-1826-10	0	56	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	28	0
TCGA-F5-6861-01A-11D-1924-10	0	56	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	24	0
TCGA-F5-6863-01A-11D-1924-10	0	42	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	20	0
TCGA-F5-6864-01A-11D-1924-10	0	76	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	48	0
TCGA-G5-6641-01A-11D-1826-10	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0
587358	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
C10	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0
C14	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0
C18	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	364	0
C20	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
C22	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
C23	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0
C24	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	84	0
C27	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0
C31	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0
C40	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
C46	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	0
C5	0	39	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	47	0
C6	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
C7	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
CRC-02T	0	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1545	518	0
CRC-03T	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	419	0
CRC-06T	0	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	591	0
CRC-09T	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0
CRC-11T	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
CRC-14T	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0
CRC-16T	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0
CRC-19T	0	558	0	0	748	0	0	0	0	0	0	0	0	0	0	0	452	186	0
CRC-21T	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
CRC-23T	0	40	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	171	0
CRC-34T	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
CRC-35T	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
CRC-37T	0	18	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	74	0
sysucc-1028T	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	0
sysucc-1030T	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0
sysucc-1067T	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0
sysucc-1072T	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	0
