Sample	SBS1	SBS36	SBS3	SBS11	SBS7c	SBS31	SBS7d	SBS38	SBS10b	SBS14	SBS7b	SBS7a	SBS17a	SBS17b	SBS5
TCGA-EB-A3XF-01A-31D-A23B-08	0	0	0	0	0	0	26	0	0	0	145	320	0	0	24
TCGA-EB-A44N-01A-11D-A25O-08	0	0	0	0	0	0	13	0	0	0	90	78	0	0	19
TCGA-EB-A44P-01A-11D-A25O-08	0	0	0	0	0	0	16	0	0	0	167	193	0	0	60
TCGA-EE-A181-06A-11D-A196-08	0	0	0	0	0	0	61	1691	0	0	1128	2062	0	0	0
TCGA-EE-A20B-06A-11D-A196-08	0	0	0	0	0	0	14	0	0	0	89	98	0	0	39
TCGA-EE-A29G-06A-12D-A196-08	0	0	0	0	0	0	31	0	0	0	125	230	0	0	11
TCGA-EE-A29H-06A-12D-A197-08	0	0	0	0	0	0	32	0	0	0	97	242	0	0	30
TCGA-EE-A29R-06A-11D-A197-08	0	0	0	0	0	0	29	0	0	0	299	489	0	0	82
TCGA-EE-A2A1-06A-11D-A197-08	0	0	0	0	0	0	14	0	0	0	165	267	0	0	67
TCGA-EE-A2A6-06A-11D-A197-08	0	0	0	0	0	0	12	0	0	0	115	203	0	0	47
TCGA-EE-A2GM-06B-11D-A196-08	0	0	0	0	0	0	13	0	0	0	309	451	0	0	154
TCGA-EE-A2GS-06A-12D-A197-08	0	0	0	0	0	0	17	0	0	0	141	229	0	0	68
TCGA-EE-A2MU-06A-21D-A196-08	0	0	0	0	0	0	13	0	0	0	270	474	0	0	120
TCGA-EE-A3AG-06A-31D-A196-08	0	0	0	0	0	0	34	0	0	0	937	1043	0	0	0
TCGA-EE-A3J8-06A-11D-A20D-08	0	0	0	0	0	0	11	0	0	0	53	228	0	0	46
TCGA-ER-A19G-06A-11D-A196-08	0	0	0	0	0	0	13	0	0	0	271	269	0	0	44
TCGA-ER-A19W-06A-41D-A23B-08	0	0	0	0	0	0	10	0	0	0	115	213	0	0	106
TCGA-ER-A3PL-06A-11D-A23B-08	0	0	0	0	0	0	15	0	0	0	294	180	0	0	0
TCGA-ER-A42K-06A-11D-A24R-08	0	0	0	0	0	0	10	0	0	0	95	90	0	0	58
TCGA-ER-A42L-06A-11D-A24R-08	0	0	0	0	0	0	44	0	0	0	349	814	0	0	29
TCGA-FR-A3YN-06A-11D-A23B-08	0	0	0	0	0	0	28	0	0	0	252	367	0	0	89
TCGA-FR-A728-01A-11D-A32N-08	0	0	0	0	0	0	14	0	0	0	140	281	0	0	88
TCGA-FS-A1ZF-06A-12D-A197-08	0	0	0	0	0	0	16	0	0	0	58	105	0	0	52
TCGA-FS-A4F9-06A-11D-A24R-08	0	0	0	0	0	0	16	0	0	0	181	312	0	0	58
TCGA-FS-A4FD-06A-11D-A25O-08	0	0	0	0	0	0	26	0	0	0	148	366	0	0	26
TCGA-GF-A4EO-06A-12D-A24R-08	0	0	0	0	0	0	15	0	0	0	127	130	0	0	54
TCGA-GF-A6C8-06A-12D-A30X-08	0	0	0	0	0	0	27	0	0	0	162	228	0	0	67
TCGA-GN-A268-06A-11D-A196-08	0	0	0	0	0	0	17	0	0	0	83	260	0	0	55
TCGA-GN-A269-01A-11D-A19A-08	0	0	0	0	0	0	27	0	0	0	333	513	0	0	89
TCGA-GN-A4U4-06A-11D-A32N-08	0	0	0	0	0	0	22	0	0	0	282	529	0	0	66
TCGA-GN-A8LN-01A-11D-A372-08	0	0	0	0	0	0	12	0	0	0	92	190	0	0	41
TCGA-LH-A9QB-06A-11D-A38G-08	0	0	0	0	0	0	12	0	0	0	151	154	0	0	16
TCGA-RP-A695-06A-11D-A30X-08	0	0	0	0	0	0	43	0	0	0	403	577	0	0	99
TCGA-WE-A8K6-06A-11D-A372-08	0	0	0	0	0	0	11	0	0	0	139	145	0	0	40
TCGA-WE-AAA4-06A-12D-A38G-08	0	0	0	0	0	0	19	0	0	0	88	152	0	0	30
TCGA-YG-AA3N-01A-11D-A38G-08	0	0	0	0	0	0	47	0	0	0	760	1624	0	0	173
D05	0	0	0	0	0	0	12	0	0	0	66	52	0	0	10
D41	0	0	0	0	0	0	12	0	0	0	107	169	0	0	19
ME014-Tumor	0	0	0	0	0	0	20	0	0	0	91	203	0	0	167
PD9024a2	0	0	0	0	0	0	11	0	0	0	121	161	0	0	100
PD9025a	0	0	0	0	0	0	12	0	0	0	202	250	0	0	29
PD9026a	0	0	0	0	0	0	10	0	0	0	101	218	0	0	26
PD9031a	0	0	0	0	0	0	15	0	0	0	116	167	0	0	76
SKCM-13473-Tumor	0	0	0	0	0	0	15	0	0	0	103	274	0	0	77
SKCM-13561-Tumor	0	0	0	0	0	0	30	0	0	0	143	246	0	0	156
SKCM-13575-Tumor	0	0	0	0	0	0	16	0	0	0	324	418	0	0	116
SKCM-JWCI-WGS-11-Tumor	0	0	0	0	0	0	27	0	0	0	325	546	0	0	155
SKCM-JWCI-WGS-19-Tumor	0	0	0	0	0	0	23	0	0	0	88	127	0	0	96
SKCM-JWCI-WGS-22-Tumor	0	0	0	0	0	0	45	0	0	0	574	1412	0	0	63
SKCM-JWCI-WGS-33-Tumor	0	0	0	0	0	0	28	0	0	0	164	297	0	0	116
SKCM-JWCI-WGS-39-Tumor	0	0	0	0	0	0	13	0	0	0	438	833	0	0	177
SKCM-JWCI-WGS-42-Tumor	0	0	0	0	0	0	12	0	0	0	189	306	0	0	86
SKCM-JWCI-WGS-8-Tumor	0	0	0	0	0	0	24	0	0	0	219	341	0	0	119
SKCM-Ma-Mel-04-Tumor	0	0	0	0	0	0	20	0	0	0	111	190	0	0	38
SKCM-Ma-Mel-54a-Tumor	0	0	0	0	0	0	22	0	0	0	189	221	0	0	79
SKCM-Ma-Mel-59-Tumor	0	0	0	0	0	0	16	0	0	0	93	90	0	0	42
SKCM-Ma-Mel-67-Tumor	0	0	0	0	0	0	156	0	0	0	611	4026	0	0	170
SKCM-Ma-Mel-85-Tumor	0	0	0	0	0	0	78	0	0	0	400	1010	0	0	135
SKCM-Ma-Mel-86-Tumor	0	0	0	0	0	0	27	0	0	0	104	319	0	0	112
SKCM-UKRV-Mel-20-Tumor	0	0	0	0	0	0	40	0	0	0	377	590	0	0	155
12T	0	0	0	0	0	0	36	0	0	0	298	638	0	0	19
18T	0	0	0	0	0	0	13	0	0	0	98	99	0	0	35
YUBAN	0	0	0	0	0	0	10	0	0	0	50	55	0	0	21
YUDAB	0	0	0	0	0	0	24	0	0	0	165	318	0	0	30
YUDEDE	0	0	0	0	0	0	16	0	0	0	121	131	0	0	26
YUDEXA	0	0	0	0	0	0	12	0	0	0	188	177	0	0	30
YUDUTY	0	0	0	0	0	0	41	0	0	0	185	280	0	0	77
YURTHE	0	0	0	0	0	0	29	0	0	0	252	321	0	0	22
LAU149	0	0	0	0	0	0	14	0	0	0	92	55	0	0	44
LAU165	0	0	0	0	0	0	55	0	0	0	376	669	0	0	44
ME020T	0	0	0	0	0	0	18	0	0	0	80	169	0	0	37
ME049T	0	0	0	0	0	0	11	0	0	0	152	205	0	0	84
ME044T	0	0	0	0	0	0	20	0	0	0	214	254	0	0	27
TCGA-BF-A1PU-01A-11D-A19A-08	0	0	0	0	0	0	0	903	0	0	0	0	0	0	0
TCGA-BF-A1PZ-01A-11D-A19A-08	0	0	0	0	0	0	0	1160	0	0	0	0	0	0	0
TCGA-BF-A1Q0-01A-21D-A19A-08	0	0	0	0	0	0	0	1955	0	0	0	456	0	0	0
TCGA-D3-A2JB-06A-11D-A196-08	0	0	0	0	0	0	0	705	0	0	0	0	0	0	0
TCGA-D3-A2JC-06A-11D-A19A-08	0	0	0	0	0	0	0	2588	0	0	0	0	0	0	0
TCGA-D3-A2JD-06A-11D-A19A-08	0	0	0	0	0	0	0	644	0	0	0	0	0	0	286
TCGA-D3-A2JP-06A-11D-A19A-08	0	0	0	0	0	0	0	3846	0	0	0	0	0	0	0
TCGA-D3-A3C6-06A-12D-A196-08	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0
TCGA-D3-A3C8-06A-12D-A19A-08	0	0	0	0	0	0	0	1220	0	509	0	478	0	0	0
TCGA-D3-A3CE-06A-11D-A19A-08	0	0	0	0	0	0	0	1446	0	0	0	0	0	0	0
TCGA-D9-A148-06A-11D-A19A-08	0	0	0	0	0	0	0	363	0	0	0	0	0	0	149
TCGA-DA-A1I1-06A-12D-A196-08	0	0	0	0	0	0	0	524	0	0	0	0	0	0	178
TCGA-DA-A1IB-06A-11D-A196-08	0	0	0	0	0	0	0	1694	0	0	0	0	0	0	0
TCGA-EB-A299-01A-21D-A197-08	0	0	0	0	0	0	0	281	0	0	0	0	0	0	65
TCGA-EB-A3HV-01A-11D-A21A-08	0	0	0	0	0	0	0	10	0	0	0	24	0	0	20
TCGA-EE-A17Z-06A-11D-A196-08	0	0	0	0	0	0	0	580	0	0	0	0	0	0	0
TCGA-EE-A183-06A-11D-A196-08	0	0	0	0	0	0	0	1205	0	0	157	530	0	0	0
TCGA-EE-A184-06A-11D-A196-08	0	0	0	0	0	0	0	640	0	0	0	0	0	0	0
TCGA-EE-A3AC-06A-11D-A196-08	0	0	0	0	0	0	0	698	0	0	354	693	0	0	0
TCGA-EE-A3AD-06A-11D-A196-08	0	0	0	0	0	0	0	1017	0	0	69	211	0	0	0
TCGA-ER-A19B-06A-11D-A196-08	0	0	0	0	0	0	0	830	0	0	0	0	0	0	0
TCGA-ER-A19T-01A-11D-A19A-08	0	0	0	0	0	0	0	100	0	0	0	0	0	0	27
TCGA-FS-A1ZB-06A-12D-A197-08	0	0	0	0	0	0	0	862	0	0	0	0	0	0	42
TCGA-FS-A1ZG-06A-11D-A197-08	0	0	0	0	0	0	0	1397	0	0	0	0	0	0	0
TCGA-FS-A1ZN-01A-11D-A197-08	0	0	0	0	0	0	0	216	0	0	0	0	0	0	15
TCGA-BF-AAP6-01A-11D-A401-08	0	0	0	0	0	0	0	0	14	0	28	20	0	0	16
TCGA-EE-A2M8-06A-12D-A196-08	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
TCGA-BF-A1PX-01A-12D-A19A-08	0	0	0	0	0	0	0	0	0	0	173	202	0	0	0
TCGA-BF-A3DJ-01A-11D-A20D-08	0	0	0	0	0	0	0	0	0	0	46	116	0	0	22
TCGA-BF-A3DN-01A-11D-A20D-08	0	0	0	0	0	0	0	0	0	0	14	55	0	0	34
TCGA-BF-A5EP-01A-12D-A27K-08	0	0	0	0	0	0	0	0	0	0	68	67	0	0	60
TCGA-BF-A5ER-01A-12D-A27K-08	0	0	0	0	0	0	0	0	0	0	102	121	0	0	32
TCGA-BF-A9VF-01A-11D-A372-08	0	0	0	0	0	0	0	0	0	0	43	38	0	0	25
TCGA-D3-A1Q4-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	78	233	0	0	0
TCGA-D3-A1Q7-06A-11D-A19A-08	0	0	0	0	0	0	0	0	0	0	52	59	0	0	10
TCGA-D3-A1QA-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	67	334	0	0	0
TCGA-D3-A2J8-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	127	524	0	0	0
TCGA-D3-A3CB-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	68	194	0	0	0
TCGA-D3-A51F-06A-11D-A25O-08	0	0	0	0	0	0	0	0	0	0	77	44	0	0	20
TCGA-D3-A51N-06A-11D-A25O-08	0	0	0	0	0	0	0	0	0	0	41	31	0	0	37
TCGA-D3-A5GN-06A-11D-A27K-08	0	0	0	0	0	0	0	0	0	0	207	406	0	0	13
TCGA-D3-A5GS-06A-11D-A27K-08	0	0	0	0	0	0	0	0	0	0	213	274	0	0	29
TCGA-D3-A8GJ-06A-11D-A372-08	0	0	0	0	0	0	0	0	0	0	77	148	0	0	34
TCGA-D9-A3Z3-06A-11D-A23B-08	0	0	0	0	0	0	0	0	0	0	25	106	0	0	39
TCGA-D9-A6E9-06A-12D-A30X-08	0	0	0	0	0	0	0	0	0	0	77	108	0	0	38
TCGA-D9-A6EG-06A-12D-A32N-08	0	0	0	0	0	0	0	0	0	0	15	27	0	0	45
TCGA-DA-A1I5-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	163	330	0	0	0
TCGA-DA-A1I7-06A-22D-A197-08	0	0	0	0	0	0	0	0	0	0	152	293	0	0	0
TCGA-DA-A95W-06A-11D-A372-08	0	0	0	0	0	0	0	0	0	0	73	93	0	0	25
TCGA-EB-A1NK-01A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	44	87	0	0	0
TCGA-EB-A42Z-01A-12D-A24R-08	0	0	0	0	0	0	0	0	0	0	66	43	0	0	36
TCGA-EB-A4P0-01A-41D-A25O-08	0	0	0	0	0	0	0	0	0	0	76	96	0	0	57
TCGA-EB-A553-01A-12D-A27K-08	0	0	0	0	0	0	0	0	0	0	155	111	0	0	137
TCGA-EB-A5FP-01A-11D-A27K-08	0	0	0	0	0	0	0	0	0	0	205	256	0	0	59
TCGA-EB-A5SE-01A-11D-A30X-08	0	0	0	0	0	0	0	0	0	0	161	156	0	0	59
TCGA-EB-A6QZ-01A-12D-A32N-08	0	0	0	0	0	0	0	0	0	0	136	138	0	0	70
TCGA-EE-A17Y-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	62	104	0	0	0
TCGA-EE-A29A-06A-12D-A196-08	0	0	0	0	0	0	0	0	0	0	124	146	0	0	44
TCGA-EE-A29P-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	143	200	0	0	0
TCGA-EE-A29Q-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	110	170	0	0	0
TCGA-EE-A2GL-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	194	192	0	0	70
TCGA-EE-A2MP-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	125	128	0	0	46
TCGA-EE-A3JE-06A-11D-A20D-08	0	0	0	0	0	0	0	0	0	0	113	131	0	0	73
TCGA-ER-A195-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	76	180	0	0	0
TCGA-ER-A199-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	116	178	0	0	57
TCGA-ER-A19A-06A-21D-A197-08	0	0	0	0	0	0	0	0	0	0	66	159	0	0	18
TCGA-ER-A19F-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	405	612	0	0	0
TCGA-ER-A19N-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	163	310	0	0	0
TCGA-ER-A19O-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	75	133	0	0	0
TCGA-ER-A19S-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	66	138	0	0	85
TCGA-ER-A2NC-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	175	263	0	0	92
TCGA-ER-A2NE-06A-21D-A196-08	0	0	0	0	0	0	0	0	0	0	53	77	0	0	25
TCGA-ER-A2NG-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	98	147	0	0	92
TCGA-FR-A44A-06A-11D-A24R-08	0	0	0	0	0	0	0	0	0	0	125	164	0	0	78
TCGA-FR-A7UA-06A-32D-A34U-08	0	0	0	0	0	0	0	0	0	0	51	166	0	0	0
TCGA-FR-A8YE-06A-11D-A372-08	0	0	0	0	0	0	0	0	0	0	123	259	0	0	51
TCGA-FS-A1Z7-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	74	117	0	0	33
TCGA-FS-A1ZC-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	282	514	0	0	84
TCGA-FS-A1ZE-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	19	90	0	0	67
TCGA-FS-A1ZQ-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	138	423	0	0	0
TCGA-FS-A4F8-06A-11D-A25O-08	0	0	0	0	0	0	0	0	0	0	57	114	0	0	33
TCGA-FS-A4FB-06A-11D-A25O-08	0	0	0	0	0	0	0	0	0	0	88	102	0	0	33
TCGA-FW-A5DX-01A-11D-A27K-08	0	0	0	0	0	0	0	0	0	0	59	117	0	0	41
TCGA-FW-A5DY-06A-11D-A30X-08	0	0	0	0	0	0	0	0	0	0	78	141	0	0	0
TCGA-GF-A769-01A-32D-A32N-08	0	0	0	0	0	0	0	0	0	0	79	71	0	0	40
TCGA-GN-A263-01A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	207	304	0	0	0
TCGA-GN-A4U8-06A-11D-A32N-08	0	0	0	0	0	0	0	0	0	0	128	311	0	0	67
TCGA-GN-A9SD-06A-11D-A401-08	0	0	0	0	0	0	0	0	0	0	25	98	0	0	43
TCGA-HR-A2OH-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	69	52	0	0	14
TCGA-WE-A8JZ-06A-11D-A372-08	0	0	0	0	0	0	0	0	0	0	68	145	0	0	43
TCGA-WE-A8ZN-06A-11D-A372-08	0	0	0	0	0	0	0	0	0	0	77	99	0	0	33
TCGA-WE-A8ZT-06A-11D-A372-08	0	0	0	0	0	0	0	0	0	0	175	307	0	0	67
TCGA-WE-A8ZY-06A-11D-A372-08	0	0	0	0	0	0	0	0	0	0	76	167	0	0	62
TCGA-WE-AA9Y-06A-12D-A38G-08	0	0	0	0	0	0	0	0	0	0	35	44	0	0	0
TCGA-WE-AAA3-06A-11D-A38G-08	0	0	0	0	0	0	0	0	0	0	123	313	0	0	62
TCGA-XV-A9W5-01A-11D-A38G-08	0	0	0	0	0	0	0	0	0	0	16	63	0	0	40
TCGA-XV-AAZW-01A-12D-A401-08	0	0	0	0	0	0	0	0	0	0	46	90	0	0	56
TCGA-XV-AAZY-01A-12D-A401-08	0	0	0	0	0	0	0	0	0	0	41	154	0	0	30
TCGA-YD-A9TB-06A-12D-A401-08	0	0	0	0	0	0	0	0	0	0	76	299	0	0	75
TCGA-Z2-AA3S-06A-11D-A397-08	0	0	0	0	0	0	0	0	0	0	82	155	0	0	31
A02	0	0	0	0	0	0	0	0	0	0	75	142	0	0	38
D14	0	0	0	0	0	0	0	0	0	0	45	101	0	0	11
ME033-Tumor	0	0	0	0	0	0	0	0	0	0	153	242	0	0	69
ME034-Tumor	0	0	0	0	0	0	0	0	0	0	34	83	0	0	49
Mel-BRAFi-03-Tumor	0	0	0	0	0	0	0	0	0	0	110	140	0	0	79
PD10022a	0	0	0	0	0	0	0	0	0	0	109	130	0	0	23
PD9029a	0	0	0	0	0	0	0	0	0	0	168	316	0	0	61
SKCM-13456-Tumor	0	0	0	0	0	0	0	0	0	0	50	120	0	0	113
SKCM-13537-Tumor	0	0	0	0	0	0	0	0	0	0	23	127	0	0	90
SKCM-13549-Tumor	0	0	0	0	0	0	0	0	0	0	80	116	0	0	113
SKCM-13560-Tumor	0	0	0	0	0	0	0	0	0	0	18	40	0	0	102
SKCM-13591-Tumor	0	0	0	0	0	0	0	0	0	0	61	181	0	0	71
SKCM-JWCI-WGS-15-Tumor	0	0	0	0	0	0	0	0	0	0	104	147	0	0	62
SKCM-JWCI-WGS-37-Tumor	0	0	0	0	0	0	0	0	0	0	26	58	0	0	65
SKCM-Ma-Mel-108-Tumor	0	0	0	0	0	0	0	0	0	0	43	160	0	0	0
SKCM-Ma-Mel-120-Tumor	0	0	0	0	0	0	0	0	0	0	155	163	0	0	116
SKCM-Ma-Mel-62-Tumor	0	0	0	0	0	0	0	0	0	0	66	150	0	0	146
SKCM-UKRV-Mel-6-Tumor	0	0	0	0	0	0	0	0	0	0	73	407	0	0	150
07-232	0	0	0	0	0	0	0	0	0	0	18	19	0	0	0
24T	0	0	0	0	0	0	0	0	0	0	34	238	0	0	0
3_PRE-TREATMENT	0	0	0	0	0	0	0	0	0	0	81	99	0	0	86
43T	0	0	0	0	0	0	0	0	0	0	31	80	0	0	23
4_PRE-TREATMENT	0	0	0	0	0	0	0	0	0	0	152	240	0	0	65
51T	0	0	0	0	0	0	0	0	0	0	46	70	0	0	48
5T	0	0	0	0	0	0	0	0	0	0	61	74	0	0	18
5_PRE-TREATMENT	0	0	0	0	0	0	0	0	0	0	21	29	0	0	30
60T	0	0	0	0	0	0	0	0	0	0	35	125	0	0	0
91T	0	0	0	0	0	0	0	0	0	0	102	140	0	0	51
9T	0	0	0	0	0	0	0	0	0	0	39	57	0	0	14
YUCHIME	0	0	0	0	0	0	0	0	0	0	156	170	0	0	0
YUCROFT	0	0	0	0	0	0	0	0	0	0	23	32	0	0	0
YUFLA	0	0	0	0	0	0	0	0	0	0	58	153	0	0	14
YUGISMO	0	0	0	0	0	0	0	0	0	0	21	54	0	0	18
YUHEF	0	0	0	0	0	0	0	0	0	0	164	347	0	0	21
YUKADI	0	0	0	0	0	0	0	0	0	0	35	52	0	0	26
YUKIL	0	0	0	0	0	0	0	0	0	0	161	164	0	0	22
YULLON	0	0	0	0	0	0	0	0	0	0	39	98	0	0	24
YUMOOK	0	0	0	0	0	0	0	0	0	0	54	69	0	0	24
YUMOYA	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
YUPRO	0	0	0	0	0	0	0	0	0	0	42	61	0	0	24
YUSEL	0	0	0	0	0	0	0	0	0	0	38	41	0	0	15
YUSWI	0	0	0	0	0	0	0	0	0	0	94	152	0	0	73
YUVAIL	0	0	0	0	0	0	0	0	0	0	24	85	0	0	20
YUWALI	0	0	0	0	0	0	0	0	0	0	35	63	0	0	13
YUWHIM	0	0	0	0	0	0	0	0	0	0	17	68	0	0	0
YUZEST	0	0	0	0	0	0	0	0	0	0	34	65	0	0	23
Mel18	0	0	0	0	0	0	0	0	0	0	21	38	0	0	45
WM3211	0	0	0	0	0	0	0	0	0	0	114	138	0	0	77
ME018T	0	0	0	0	0	0	0	0	0	0	132	120	0	0	0
ME024T	0	0	0	0	0	0	0	0	0	0	128	169	0	0	77
ME001T	0	0	0	0	0	0	0	0	0	0	61	86	0	0	73
ME012T	0	0	0	0	0	0	0	0	0	0	30	69	0	0	12
ME021T	0	0	0	0	0	0	0	0	0	0	32	35	0	0	20
ME035T	0	0	0	0	0	0	0	0	0	0	67	72	0	0	65
ME048T	0	0	0	0	0	0	0	0	0	0	26	63	0	0	72
ME050T	0	0	0	0	0	0	0	0	0	0	100	137	0	0	74
TCGA-D3-A51H-06A-12D-A25O-08	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
PD9027a	0	0	0	0	0	0	0	0	0	0	0	39	0	0	38
07-057	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0
10-104	0	0	0	0	0	0	0	0	0	0	0	58	0	0	13
10-276	0	0	0	0	0	0	0	0	0	0	0	117	0	0	25
36	0	0	0	0	0	0	0	0	0	0	0	43	0	0	27
D35	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
YUMAN	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
YUNACK	0	0	0	0	0	0	0	0	0	0	0	63	0	0	20
YUPADI	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0
YURKEN	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
1731645	0	0	0	0	0	0	0	0	0	0	0	63	0	0	34
TCGA-D3-A2J9-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
TCGA-D3-A2JK-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241
TCGA-D3-A2JL-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139
TCGA-D3-A2JN-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281
TCGA-D3-A3CC-06A-11D-A19A-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
TCGA-D3-A3CF-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
TCGA-D9-A149-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187
TCGA-EE-A20F-06A-21D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373
TCGA-EE-A29W-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
TCGA-EE-A2GE-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237
TCGA-EE-A2GH-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224
TCGA-EE-A2ME-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
TCGA-EE-A2MG-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
TCGA-EE-A2MQ-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226
TCGA-ER-A19C-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
TCGA-ER-A19H-06A-12D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233
TCGA-ER-A19Q-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
TCGA-ER-A2NH-06A-11D-A196-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310
TCGA-FS-A1YX-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
TCGA-FS-A1Z0-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157
TCGA-FS-A1ZM-06A-12D-A197-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181
TCGA-FS-A1ZY-06A-11D-A197-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
TCGA-GN-A265-06A-21D-A197-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83
TCGA-HR-A2OG-06A-21D-A197-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207
SKCM-Ma-Mel-55-Tumor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468
