Sample	SBS1	SBS32	SBS33	SBS36	SBS3	SBS21	SBS7c	SBS7d	SBS15	SBS38	SBS10b	SBS30	SBS13	SBS7b	SBS4	SBS7a	SBS44	SBS5	SBS39	SBS2
CAL33	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0
Detroit_562	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602	0	0
HN_62318	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
HN_62421	20	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	36	0	174
HN_62426	11	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	30	0	105
HN_62469	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
HN_62505	17	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	125	0	26
HN_62652	19	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	17	0	17
HN_62739	12	0	0	0	83	0	0	0	0	0	0	0	0	0	137	0	0	108	0	10
HN_62740	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
HN_62756	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
HN_62854	50	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	61	0	241
HN_63080	12	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	63	0	96
ORL-48	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	0	0
UD-SCC-2	39	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	382	0	35
UM-SCC-11B	44	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0
UM-SCC-17B	47	0	0	0	547	0	0	0	0	0	0	0	55	0	0	0	0	264	0	42
UM-SCC-2	58	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	680	0	30
UM-SCC-4	21	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	437	0	23
UM-SCC-47	34	0	0	0	157	0	0	0	0	0	0	0	23	0	0	0	0	301	0	23
UPCI:SCC090	21	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	350	0	32
WSU-HN12	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	0	0
WSU-HN13	69	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0
WSU-HN30	69	0	0	0	272	0	0	0	0	0	0	0	35	0	0	0	0	330	0	29
WSU-HN6	20	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	522	0	40
WSU-HN8	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	0
V-112	35	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	27
V-116	20	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	74	0	64
V-119	46	0	0	0	0	0	0	0	0	0	29	59	0	0	0	0	0	0	0	0
V-123	14	0	0	0	0	0	0	0	0	0	24	0	39	0	0	0	0	32	0	37
V-124	13	0	0	0	0	0	0	0	0	0	0	0	12	0	0	14	0	0	0	0
V-125	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0
TCGA-F7-A61V-01A-11D-A28R-08	0	0	0	31	0	0	0	0	0	0	0	0	12	0	0	0	0	51	0	22
HN_62897	0	0	0	0	90	0	0	0	0	0	0	0	0	0	84	0	0	87	0	0
TCGA-CV-7568-01A-11D-2229-08	0	0	0	0	0	0	46	59	0	0	0	0	0	1482	0	883	0	144	0	0
TCGA-D6-6516-01A-11D-1870-08	0	0	0	0	0	0	55	52	0	0	0	0	0	1600	0	509	0	73	0	0
TCGA-CV-A468-01A-11D-A25Y-08	0	0	0	0	0	0	0	19	0	0	0	0	0	269	0	171	0	13	0	0
NPC15F	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	113	0	0
TCGA-CN-6010-01A-11D-1683-08	0	0	0	0	0	0	0	0	0	2292	0	0	0	0	0	0	0	0	0	0
NPC29F	0	0	0	0	0	0	0	0	0	0	12	0	14	0	0	0	0	19	0	14
NPC6F	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	21	0	19
TCGA-CN-6021-01A-11D-1683-08	0	0	0	0	0	0	0	0	0	0	0	0	17	0	144	0	0	166	0	20
TCGA-CN-6023-01A-11D-1683-08	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	88	0	21
TCGA-CN-A63W-01A-11D-A30E-08	0	0	0	0	0	0	0	0	0	0	0	0	44	0	206	0	0	220	0	12
TCGA-CN-A6V1-01A-12D-A34J-08	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	39	0	212
TCGA-CR-7371-01A-11D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	182	0	41
TCGA-CR-7374-01A-11D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	248	0	48
TCGA-CR-7388-01A-11D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	440	0	112
TCGA-CV-6935-01A-11D-1912-08	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	156	0	29
TCGA-CV-7089-01A-11D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	58	0	62
TCGA-CV-7415-01A-11D-2078-08	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	52	0	17
TCGA-CV-7421-01A-11D-2078-08	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	61	0	0
TCGA-CV-A45U-01A-12D-A24D-08	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	140	0	72
TCGA-CV-A6JE-01A-11D-A31L-08	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	99	0	23
TCGA-CV-A6JM-01A-11D-A31L-08	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	160	0	139
TCGA-D6-A74Q-01A-11D-A34J-08	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	318	0	62
TCGA-HD-8314-01A-11D-2394-08	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	28	0	34
TCGA-MT-A51W-01A-21D-A25Y-08	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	47	0	12
TCGA-MZ-A7D7-01A-21D-A34J-08	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	90	0	41
TCGA-P3-A6T4-01A-11D-A34J-08	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	88	0	34
TCGA-QK-AA3J-01A-11D-A391-08	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	101	0	26
TCGA-UF-A7JV-01A-11D-A34J-08	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	40	0	31
NPC7D	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	20	0	27
HN_62506	0	0	0	0	0	0	0	0	0	0	0	0	10	0	185	0	0	141	0	11
HN_62755	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	50	0	14
NOKSI	0	0	0	0	0	0	0	0	0	0	0	0	42	217	0	93	0	541	0	40
TCGA-BA-A6DA-01A-31D-A31L-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	413	0	0
TCGA-BB-7870-01A-11D-2229-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	214	0	0
TCGA-CN-4727-01A-01D-1434-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	263	0	0
TCGA-CN-5360-01A-01D-1434-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	291	0	0
TCGA-CN-A497-01A-11D-A24D-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	193	0	0
TCGA-CN-A63U-01A-11D-A30E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	353	0	0
TCGA-CR-7364-01A-11D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	333	0	0
TCGA-CR-7402-01A-11D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762	0	0	470	0	0
TCGA-CV-7242-01A-11D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	197	0	0
TCGA-CV-7245-01A-11D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	371	0	0
TCGA-CV-7248-01A-11D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	161	0	23
TCGA-CV-A45Z-01A-21D-A25D-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	425	0	0
TCGA-F7-7848-01A-11D-2129-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	237	0	0
TCGA-CN-6988-01A-11D-1912-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0
TCGA-CR-6478-01A-11D-1870-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	49
TCGA-CV-7103-01A-21D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
TCGA-CV-7247-01A-11D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	14
TCGA-CV-7254-01A-11D-2012-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0
TCGA-D6-6823-01A-11D-1912-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0
